pl_rade,pl_orbper,pl_orbsmax,pl_eqt,pl_dens,st_teff,st_lum,st_met,habitability_score,stellar_compatibility,orbital_stability,star_F,star_G,star_K,target
2.37,10.39990194,2.36725,1315.5,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.0,0.4642069806070106,0.21262161931712817,False,True,False,0
2.37,10.39990194,2.36725,288.0,1.3275000000000001,4045.0,-0.08333499999999999,0.0168,0.3831076767321499,0.4618261021147537,0.21262161931712817,False,False,True,0
2.37,10.39990194,2.36725,1315.5,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.0,0.4642069806070106,0.21262161931712817,False,True,False,0
2.37,61.03944540249999,0.877,288.0,1.3275000000000001,4415.0,-0.08333499999999999,-0.20500000000000004,0.5001178915334694,0.46190432039533835,0.44687553137156694,False,False,True,0
2.37,61.03944540249999,0.87,288.0,1.3275000000000001,4415.0,-0.08333499999999999,-0.20500000000000004,0.49873884205317415,0.46190432039533835,0.44411743241097623,False,False,True,0
2.37,61.03944540249999,2.059,288.0,1.3275000000000001,5829.16,-0.08333499999999999,0.0256,0.39891806815743475,0.4711236410509345,0.24447588461949737,False,True,False,0
2.37,61.03944540249999,2.1,288.0,1.3275000000000001,5872.0,-0.08333499999999999,0.04,0.39654752304769586,0.4668009093751192,0.2397347944000196,False,True,False,0
2.37,61.03944540249999,2.11,288.0,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.3959833163223517,0.4642069806070106,0.2386063809493313,False,True,False,0
2.37,61.03944540249999,2.1,288.0,1.3275000000000001,5882.0,-0.08333499999999999,0.04,0.39654752304769586,0.4662996562422871,0.2397347944000196,False,True,False,0
2.37,61.03944540249999,2.11,288.0,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.3959833163223517,0.4642069806070106,0.2386063809493313,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5872.0,-0.08333499999999999,0.04,0.3831076767321499,0.4668009093751192,0.2128551017689277,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.3831076767321499,0.4642069806070106,0.2128551017689277,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5829.16,-0.08333499999999999,0.0256,0.3831076767321499,0.4711236410509345,0.2128551017689277,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5872.0,-0.08333499999999999,0.04,0.3831076767321499,0.4668009093751192,0.2128551017689277,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5829.16,-0.08333499999999999,0.0256,0.3831076767321499,0.4711236410509345,0.2128551017689277,False,True,False,0
2.37,10.39990194,2.36725,700.0,1.3275000000000001,5591.68,-0.08333499999999999,-0.027,0.0,0.4642069806070106,0.21262161931712817,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.3831076767321499,0.4642069806070106,0.2128551017689277,False,True,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,7132.5,-0.08333499999999999,0.0168,0.3831076767321499,0.4619066190569224,0.2128551017689277,True,False,False,0
2.37,61.03944540249999,2.36725,288.0,1.3275000000000001,7132.5,-0.08333499999999999,0.0168,0.3831076767321499,0.4619066190569224,0.2128551017689277,True,False,False,0
